,0,1,2,3,4,5,6,7,8,9,10
0,0.22061049837312008,0.18022500768290295,0.10669577618653459,0.21971491408666077,0.7490531228058536,0.6311950475612995,0.4520641329496802,0.8921159696184359,0.6920870890886255,0.3898926496460945,0
1,0.4904863528525957,0.8763810037467963,0.586910283614322,0.5695331198026592,0.8887213099962235,0.38451045867549494,0.7966647418999898,0.8620812272039524,0.4708212603856309,0.32606591290534426,1
2,0.986016534537396,0.9601583410472352,0.3292772571667708,0.7809852503337866,0.17153305587688827,0.5884271405974908,0.3705828145849842,0.93789705059895,0.7273144234885679,0.27605304471028735,1
3,0.2615547060096717,0.39620133856718875,0.401606946466706,0.3747633246937997,0.9083409085290285,0.2845310271973186,0.5952962205709079,0.9941476563445983,0.6639045256368968,0.35152613119504883,1
4,0.7763417708449775,0.6519859908966918,0.7821714571706071,0.951399081316806,0.7103959200484529,0.8917220655267974,0.003991060778016253,0.6574078856408809,0.6605464593377699,0.2570714071966952,1
5,0.8431419429630951,0.12599489540336806,0.7157176967705051,0.7628889479108857,0.31976464368934887,0.4207139310424246,0.1389896895321725,0.3078483033497502,0.3823799934425274,0.37937839697053466,1
6,0.83298680243838,0.6264959724327366,0.9371540138555472,0.9832284073363601,0.03736618440047512,0.5496282236611632,0.35979123450385675,0.2936187427249868,0.8333232439237985,0.4708125318579687,1
7,0.052419395706954086,0.11412277215094124,0.3779363659252434,0.32420892575648774,0.3247154659071757,0.6418657700858691,0.6890790556783614,0.7678710033119807,0.846943386716662,0.8210652791999885,1
8,0.48944896346882305,0.6923810652778796,0.7011883686925467,0.8992572651146228,0.15772051680619759,0.9283404186065117,0.9079377624003537,0.9560390684022543,0.31819963633456005,0.14861269837417257,1
9,0.28610206256196014,0.8574022769104492,0.5419411301895758,0.28322059626517415,0.39487832398833933,0.8721402739136679,0.7237400502541955,0.06570729847958146,0.19657475213871767,0.7433395177827942,1
10,0.6497187560443527,0.3597850189772066,0.9622514846077805,0.23044491708253356,0.3477476361385392,0.48774046324109877,0.9261232275362883,0.3119198464762353,0.181341682528519,0.667019839183027,0
11,0.10242403774789988,0.849097359957997,0.7115656774694897,0.28631780719264055,0.6957507304434766,0.6979069718466961,0.7827090353137955,0.14114679507641914,0.09959539136482176,0.16975710365562102,0
12,0.5394270352393035,0.0810936094733673,0.08615871524626906,0.037506868576887564,0.10192686024872011,0.10986561418946317,0.9823496701856521,0.42553804377614723,0.10159704683192028,0.6795038594544032,0
13,0.08051734799157606,0.4292380887016245,0.9464185493416308,0.915981786925699,0.5068861525924817,0.7466816340383958,0.9234590162743603,0.695035419699211,0.8999427876139492,0.6201754068745083,1
14,0.2181281151749137,0.5720851035671287,0.2210149258425902,0.8292447261836462,0.6427273447917206,0.5312297074635746,0.5849403875292624,0.7641298184612697,0.2276537719919941,0.19966997777487805,1
15,0.40638656368210624,0.6949935727049893,0.568463945195528,0.9900083176746456,0.1419203675877665,0.11637951959708703,0.9119087059310607,0.2577996120975613,0.010501926262583838,0.5516239521087584,1
16,0.8289100257498145,0.33577991658752715,0.6607753722866494,0.3438476597029271,0.07110257413817311,0.6016021289820476,0.08052647903306842,0.464973833799204,0.9935025307267359,0.45533189478489844,0
17,0.4319138076240129,0.459258615342963,0.48197964760234635,0.10848833992432472,0.030951318689375507,0.6642160646421817,0.16817387945480566,0.8290025248115822,0.573426734530233,0.11581622960824922,0
18,0.2455294061276545,0.5708861644434602,0.4842713603416783,0.33212945779379976,0.3376614454910538,0.11304996563675695,0.9756281090234942,0.9054694808626407,0.6594321101941747,0.6161195980938852,1
19,0.3207314147794681,0.60011004779966,0.32791301029348197,0.021260577131987146,0.7717972493677548,0.6144100485044206,0.5848420462546879,0.7615421688693866,0.5480542389530364,0.19883971866698258,0
20,0.30474578300884847,0.40693575939820203,0.5674610023372203,0.360139493471778,0.7365260184851602,0.43932682416739555,0.09732661931279096,0.13636339948678333,0.40430719557286476,0.8430728117674829,0
21,0.4763219506862193,0.8081384078081365,0.09697508037524705,0.9658381476371027,0.46485636913611683,0.2701314834963269,0.129853817499322,0.43845675601553047,0.4245030333764056,0.5796793990941335,1
22,0.9586949479667926,0.4883999908302139,0.35501840755782743,0.3350883412132708,0.6228506368206228,0.7123634020901585,0.9297720643151435,0.8297039435800744,0.8960987051124695,0.622320716665297,1
23,0.6289852614059982,0.3075374770979421,0.009910474085755072,0.32795820311798796,0.08154236286356598,0.4198096744829224,0.08982061237108974,0.053639500790084615,0.8287266589407056,0.9837579195908159,0
24,0.6960560160907796,0.8338724147909897,0.8214497967057466,0.29097943988948083,0.12637036084457975,0.3098232740669209,0.7429430528478334,0.7141845738033017,0.1753897848305357,0.46733666508941785,1
25,0.047245150524778734,0.6862075526951729,0.19138191346604505,0.28754290020514073,0.5561217050094209,0.11969893417054422,0.45334621703128486,0.49218870715590113,0.00040485817974034166,0.1861913929412553,0
26,0.9689194580722481,0.030402816488751427,0.5254626847664541,0.29452572050625814,0.8357454361390829,0.17123614196346248,0.3195936315624782,0.3608334843144406,0.8368877608859588,0.03312027230907488,1
27,0.4498667491306575,0.9210014380458155,0.07748164957086723,0.6680694418574998,0.7052699795026309,0.9199172483012278,0.9787456599449843,0.875828919861047,0.7415253999853887,0.7612486536188722,1
28,0.6536401476853743,0.8132203248919151,0.07942508638161772,0.23814286381111693,0.5192176244866875,0.9655524594580804,0.2715394184269625,0.022810087975946414,0.39033812682763125,0.9528248502391614,1
29,0.7605360951263858,0.21101989203186744,0.6740123485520783,0.12045346293694925,0.04551420888912916,0.25590852334754066,0.7570596579392725,0.19077680298831967,0.45902156207497025,0.7388208216780968,0
30,0.6481539522746588,0.11762702556385285,0.10582834878619873,0.9652016533170138,0.8797238775286532,0.14506723891606066,0.6486384101384655,0.04389424179972223,0.31040989919699546,0.2880993958786795,0
31,0.9911545492196355,0.4615648449730948,0.9020675518878998,0.36575606359628965,0.2783717676734946,0.8014801983930966,0.05353322326517407,0.28850066461891244,0.4434985773140985,0.6475483690897565,0
32,0.6737842393475887,0.6451588925437118,0.9862450798636817,0.8123021123645197,0.8711357761363201,0.9158812088724438,0.47918837837249995,0.6762378556025298,0.35305390649650936,0.6919305427895271,1
33,0.2592516246541068,0.9570566913530157,0.3256144804879604,0.8357767890021439,0.10018512638994614,0.25755753372222556,0.7102026990607158,0.4473858159368349,0.8780994061604827,0.27185991804831633,1
